RUN_ID,YEAR,MONTH,DATA_SOURCE_ID,PORTROUTE,WEEKDAY,ARRIVEDEPART,TOTAL,AM_PM_NIGHT
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,175,1,1,0,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,183,1,1,44,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,193,1,1,44,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,203,1,1,44,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,204,1,1,44,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,213,1,1,44,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,223,1,1,44,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,233,1,1,44,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,234,1,1,44,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,243,1,1,44,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,189,1,1,44,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,313,1,1,44,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,323,1,1,44,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,393,1,1,44,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,443,1,1,44,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,913,1,1,44,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,111,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,119,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,121,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,131,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,132,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,135,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,141,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,142,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,145,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,151,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,152,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,161,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,162,2,1,0,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,163,2,1,0,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,164,2,1,0,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,165,2,1,0,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,181,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,191,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,192,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,199,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,201,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,202,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,211,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,219,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,221,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,231,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,241,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,249,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,311,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,319,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,321,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,331,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,341,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,351,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,361,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,371,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,381,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,382,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,391,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,401,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,411,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,421,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,441,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,481,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,471,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,911,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,113,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,123,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,133,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,134,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,143,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,144,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,153,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,154,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,171,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,172,2,1,0,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,173,2,1,0,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,174,2,1,0,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,175,2,1,0,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,183,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,193,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,203,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,204,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,213,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,223,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,233,2,1,18,1
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,4,234,2,1,18,1
